state,year,fips,fatalityrate,sb_usage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
WI,1991,55,0.017532667,0.57999998,1,0,1,0,18237,35.542366,0,1
WI,1992,55,0.013689427,0.58999997,1,0,1,0,19331,35.684536,0,1
WI,1993,55,0.014521935,0.63999999,1,0,1,0,20009,35.839478,0,1
WI,1994,55,0.014162672,0.63999999,1,0,1,0,21012,35.947289,0,1
WI,1995,55,0.014495292,0.63999999,1,0,1,0,21960,36.114864,0,1
WI,1996,55,0.014417794,0.61000001,1,0,1,0,22987,36.273739,0,1
WI,1997,55,0.013326226,0.62,1,0,1,0,24048,36.372471,0,1
WV,1983,54,0.036337208,,0,0,0,0,9417,35.21595,0,0
WV,1984,54,0.034567121,,0,0,0,0,10158,35.489197,0,0
WV,1985,54,0.033164877,,0,0,0,0,10643,35.808716,0,0
WV,1986,54,0.033381384,,0,0,1,0,11169,36.0938,0,0
WV,1987,54,0.034274489,,1,0,1,0,11632,36.436146,0,0
WV,1988,54,0.033131663,,1,0,1,0,12399,36.764511,0,0
WV,1989,54,0.031325303,,1,0,1,0,13149,37.091209,0,0
WV,1990,54,0.031197302,0.43000001,1,0,1,0,14176,37.281475,0,0
WV,1991,54,0.025833022,0.43000001,1,0,1,0,14815,37.376549,0,0
WV,1992,54,0.025488529,0.33000001,1,0,1,0,15679,37.53059,0,0
WV,1993,54,0.025569199,0.55000001,1,0,1,0,16306,37.673012,0,1
WV,1994,54,0.020804115,0.57999998,1,0,1,0,16948,37.83152,0,1
WV,1995,54,0.021640548,0.57999998,1,0,1,0,17441,37.971821,0,1
WV,1996,54,0.019668795,0.57999998,1,0,1,0,18116,38.209225,0,1
WV,1997,54,0.020792404,0.57999998,1,0,1,0,18724,38.435745,0,1
WY,1983,56,0.034196481,,0,0,0,0,12352,31.140636,0,0
WY,1984,56,0.030622195,,0,0,0,0,12983,31.433319,0,0
WY,1985,56,0.028142937,,0,0,0,0,13669,31.746651,0,0
WY,1986,56,0.031267449,,0,0,0,0,13455,32.004555,0,0
WY,1987,56,0.024116658,,1,0,0,0,13582,32.394619,0,0
WY,1988,56,0.027394839,,1,0,1,0,14317,32.882442,0,0
WY,1989,56,0.022086956,,1,0,1,0,15535,33.305035,0,1
WY,1990,56,0.021429796,0.25999999,1,0,1,0,17174,33.546921,0,1
WY,1991,56,0.020340113,0.66000003,1,0,1,0,18348,33.712059,0,1
WY,1992,56,0.018980216,0.66000003,1,0,1,0,18704,33.964668,0,1
WY,1993,56,0.017725259,0.67000002,1,0,1,0,19535,34.214382,0,1
WY,1994,56,0.021527881,0.69999999,1,0,1,0,19865,34.45578,0,1
WY,1995,56,0.024134016,0.70999998,1,1,1,0,20685,34.766613,0,1
WY,1996,56,0.019429348,0.72000003,1,1,1,0,21524,35.074348,0,1
WY,1997,56,0.018083422,0.75,1,1,1,0,22596,35.386463,0,1
